SampleID,Group,Transformation,Formula,Counts,Perc_Counts
Sample4,Sugar,Glucose-N-Phosphate_(-H2O),C6H11O8P,36,0.005904543217976054
Sample4,Amino Acid,Asparagine_(-H2O),C4H6N2O2,41,0.0067246186649171725
Sample4,Amino Acid,Valine_(-H2O),C5H9NO,43,0.00705264884369362
Sample4,Abiotic,Inorganic_Phosphate,P,45,0.007380679022470067
Sample4,Amino Acid,Aspartic_Acid_(-H2O),C4H5NO3,55,0.009020829916352304
Sample4,Amino Acid,Proline_(-H2O),C5H7NO,57,0.009348860095128753
Sample4,Amino Acid,Threonine_(-H2O),C4H7NO2,63,0.010332950631458095
Sample4,Sugar,Erythrose_(-H2O),C4H8O4,77,0.012629161882893225
Sample4,Amino Acid,Serine_(-H2O),C3H5NO2,93,0.015253403313104806
Sample4,Amino Acid,Alanine_(-H2O),C3H5NO,106,0.017385599475151715
Sample4,Other,Malonyl_group_(-H2O),C3H2O3,136,0.022306052156798425
Sample4,Amino Acid,Glycine_Conjugation_(-OH),C2H4NO2,142,0.023290142693127767
Sample4,Abiotic,Oxidative_Deamination_to_Ketone_(-H3N),O,142,0.023290142693127767
Sample4,Abiotic,Acetotacetate_(-H2O),C4H4O2,152,0.024930293587010006
Sample4,Abiotic,Secondary_amine,NH,186,0.030506806626209613
Sample4,Sugar,Glyoxylate_(-H2O),C2O2,258,0.04231589306216172
Sample4,Abiotic,Carboxylation,CO2,292,0.04789240610136133
Sample4,Abiotic,Nitro_Reduction_(-O2),H2,300,0.049204526816467115
Sample4,Abiotic,Acetylation_(-H2O),C2H2O,332,0.05445300967689028
Sample4,Abiotic,Ethyl_addition_(-H2O),C2H4,336,0.05510907003444317
Sample4,Abiotic,C2H2,C2H2,352,0.05773331146465475
Sample4,Abiotic,Condensation/hydration/dehydration,H2O,373,0.06117762834180745
Sample4,Abiotic,Formic_Acid_(-H2O),CO,414,0.06790224700672462
Sample4,Abiotic,Oxidation/Hydroxylation_(-H),O,427,0.07003444316877153
Sample4,Abiotic,Methylation_(-H),CH3,465,0.07626701656552402
Sample4,Abiotic,Hydrogenation/dehydrogenation,H2,478,0.07839921272757093
