Mass,C,H,O,N,S,P,NeutralMass,Error_ppm,MolecularFormula,El_comp,Class,OC,HC,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Sample1,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample2,Sample20,Sample21,Sample22,Sample23,Sample24,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9
211.0613248,10.0,12.0,5.0,0.0,0.0,0.0,,0,C10H12O5,CHO,Lignin,0.5,1.2,-0.20000000000000018,66.0,5.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,936133.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094698.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.0557046,13.0,10.0,3.0,0.0,0.0,0.0,,0,C13H10O3,CHO,Cond. HC,0.23076923076923078,0.7692307692307693,-0.3076923076923075,69.06923076923076,9.0,6.0,0.6,0.6521739130434783,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324830.1,1168611.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.0767068,10.0,14.0,5.0,0.0,0.0,0.0,,0,C10H14O5,CHO,Lignin,0.5,1.4,-0.40000000000000036,71.7,4.0,-1.0,-0.2,0.2,-1.0,0.0,0.0,937473.8,0.0,0.0,1375629.5,0.0,0.0,0.0,0.0,0.0,0.0,980301.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215.0925291,10.0,16.0,5.0,0.0,0.0,0.0,,0,C10H16O5,CHO,Protein,0.5,1.6,-0.5999999999999996,77.39999999999999,3.0,-2.0,-0.4,0.06666666666666667,-2.0,0.0,1339155.9,1666485.0,0.0,1269546.3,0.0,0.0,1311125.8,1246687.5,0.0,0.0,0.0,1328089.8,1389602.3,1298624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989692.1
215.1286793,11.0,20.0,4.0,0.0,0.0,0.0,,0,C11H20O4,CHO,Protein,0.36363636363636365,1.8181818181818181,-1.0909090909090908,91.39090909090909,2.0,-2.0,-0.2857142857142857,0.0,-2.0,0.0,1722270.9,946496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930930.3,0.0,0.0
215.1289029,11.0,20.0,4.0,0.0,0.0,0.0,,0,C11H20O4,CHO,Protein,0.36363636363636365,1.8181818181818181,-1.0909090909090908,91.39090909090909,2.0,-2.0,-0.2857142857142857,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321376.8,0.0,0.0,0.0,0.0,0.0,906925.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1655943.3
217.0716253,9.0,14.0,6.0,0.0,0.0,0.0,,0,C9H14O6,CHO,Amino sugar,0.6666666666666666,1.5555555555555556,-0.22222222222222232,66.63333333333333,3.0,-3.0,-1.0,0.0,-3.0,0.0,0.0,905468.7,0.0,0.0,1024167.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217.1081481,10.0,18.0,5.0,0.0,0.0,0.0,,0,C10H18O5,CHO,Protein,0.5,1.8,-0.7999999999999998,83.1,2.0,-3.0,-0.6,0.0,-3.0,0.0,0.0,0.0,0.0,1094029.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238091.9,1126259.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020634.9
221.009321,10.0,6.0,6.0,0.0,0.0,0.0,,0,C10H6O6,CHO,Cond. HC,0.6,0.6,0.6000000000000001,43.199999999999996,8.0,2.0,0.5,0.7142857142857143,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061564.0,0.0,0.0,1255795.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221.0455095,11.0,10.0,5.0,0.0,0.0,0.0,,0,C11H10O5,CHO,Lignin,0.45454545454545453,0.9090909090909091,0.0,60.3,7.0,2.0,0.3333333333333333,0.5294117647058824,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1101749.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512061.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221.0817885,12.0,14.0,4.0,0.0,0.0,0.0,,0,C12H14O4,CHO,Lignin,0.3333333333333333,1.1666666666666667,-0.5,74.55,6.0,2.0,0.25,0.4,2.0,1280337.4,0.0,1571376.3,1437987.4,0.0,1803984.6,917822.7,1133844.4,0.0,0.0,1236176.4,1161935.4,0.0,910363.6,0.0,0.0,0.0,0.0,0.0,0.0,932140.9,0.0,0.0,0.0
223.0248453,10.0,8.0,6.0,0.0,0.0,0.0,,0,C10H8O6,CHO,Cond. HC,0.6,0.8,0.3999999999999999,48.9,7.0,,0.25,0.5714285714285714,,0.0,0.0,0.0,1150507.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642113.3,1344341.4,0.0,958357.8,0.0,0.0,0.0,0.0,0.0,0.0
223.0610378,11.0,12.0,5.0,0.0,0.0,0.0,,0,C11H12O5,CHO,Lignin,0.45454545454545453,1.0909090909090908,-0.18181818181818166,65.48181818181817,6.0,,0.16666666666666666,0.4117647058823529,,1102166.9,1007923.9,0.0,943413.1,1611889.1,1587055.6,0.0,0.0,0.0,1715820.0,1309025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.003994,9.0,6.0,7.0,0.0,0.0,0.0,,0,C9H6O7,CHO,Cond. HC,0.7777777777777778,0.6666666666666666,0.8888888888888888,34.96666666666667,7.0,0.0,0.0,0.6363636363636364,0.0,1679670.9,0.0,0.0,1371166.8,0.0,2254312.5,1712229.9,0.0,0.0,1545428.1,0.0,1276453.5,0.0,0.0,1840233.8,1432926.3,0.0,1182048.0,1144900.3,965315.4,0.0,0.0,0.0,0.0
225.0767046,11.0,14.0,5.0,0.0,0.0,0.0,,0,C11H14O5,CHO,Lignin,0.45454545454545453,1.2727272727272727,-0.3636363636363633,70.66363636363636,5.0,0.0,0.0,0.29411764705882354,0.0,1065160.4,0.0,0.0,1113520.5,0.0,3358971.0,1093366.1,0.0,0.0,1432677.9,1419356.6,0.0,0.0,0.0,0.0,963824.9,0.0,0.0,0.0,913043.7,0.0,0.0,0.0,0.0
227.0559697,10.0,12.0,6.0,0.0,0.0,0.0,,0,C10H12O6,CHO,Lignin,0.6,1.2,0.0,60.3,5.0,-1.0,-0.25,0.2857142857142857,-1.0,1044245.6,0.0,0.0,0.0,0.0,1516769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936778.8,0.0,0.0,0.0
227.092361,11.0,16.0,5.0,0.0,0.0,0.0,,0,C11H16O5,CHO,Lignin,0.45454545454545453,1.4545454545454546,-0.5454545454545459,75.84545454545456,4.0,-1.0,-0.16666666666666666,0.17647058823529413,-1.0,1718429.9,1621617.1,1747310.0,0.0,0.0,5204201.5,1029031.9,929636.4,0.0,2488642.8,1399354.8,0.0,1203902.6,1898460.9,0.0,923687.8,0.0,0.0,0.0,0.0,0.0,1533575.1,0.0,976685.6
227.1287537,12.0,20.0,4.0,0.0,0.0,0.0,,0,C12H20O4,CHO,Protein,0.3333333333333333,1.6666666666666667,-1.0,88.8,3.0,-1.0,-0.125,0.1,-1.0,0.0,0.0,1088629.3,0.0,1025725.6,1063538.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428708.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229.0255009,11.0,6.0,4.0,2.0,0.0,0.0,,0,C11H6O4N2,CHON,Cond. HC,0.36363636363636365,0.5454545454545454,0.7272727272727271,39.57272727272728,10.0,6.0,0.8,0.8571428571428571,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930970.9,0.0,0.0,0.0,1149874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229.0505342,13.0,10.0,4.0,0.0,0.0,0.0,,0,C13H10O4,CHO,Cond. HC,0.3076923076923077,0.7692307692307693,-0.1538461538461542,64.6846153846154,9.0,5.0,0.5555555555555556,0.6363636363636364,5.0,0.0,0.0,0.0,0.0,0.0,983856.4,0.0,0.0,0.0,936183.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229.0716515,10.0,14.0,6.0,0.0,0.0,0.0,,0,C10H14O6,CHO,Lignin,0.6,1.4,-0.20000000000000018,66.0,4.0,-2.0,-0.5,0.14285714285714285,-2.0,1048272.9,1046051.2,0.0,0.0,0.0,1995189.1,0.0,0.0,0.0,1033468.2,1171572.9,0.0,0.0,0.0,1466885.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229.1080393,11.0,18.0,5.0,0.0,0.0,0.0,,0,C11H18O5,CHO,Protein,0.45454545454545453,1.6363636363636365,-0.7272727272727275,81.02727272727273,3.0,-2.0,-0.3333333333333333,0.058823529411764705,-2.0,1066712.6,1347499.0,1563885.9,0.0,983343.6,1548605.4,986045.0,1199469.4,1128722.1,0.0,0.0,0.0,1374857.0,0.0,0.0,0.0,0.0,0.0,0.0,952542.6,1093857.8,0.0,0.0,1183563.6
229.1444152,12.0,22.0,4.0,0.0,0.0,0.0,,0,C12H22O4,CHO,Protein,0.3333333333333333,1.8333333333333333,-1.166666666666667,93.55000000000001,2.0,-2.0,-0.25,0.0,-2.0,0.0,1048242.7,1564404.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185356.8,2055762.8
231.0298422,12.0,8.0,5.0,0.0,0.0,0.0,,0,C12H8O5,CHO,Cond. HC,0.4166666666666667,0.6666666666666666,0.16666666666666652,55.550000000000004,9.0,4.0,0.5714285714285714,0.6842105263157895,4.0,1302119.4,0.0,0.0,963420.8,0.0,1353187.3,1096741.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220638.8,1033333.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231.0662092,13.0,12.0,4.0,0.0,0.0,0.0,,0,C13H12O4,CHO,Lignin,0.3076923076923077,0.9230769230769231,-0.3076923076923075,69.06923076923076,8.0,4.0,0.4444444444444444,0.5454545454545454,4.0,0.0,0.0,0.0,1039844.1,1269509.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231.0873455,10.0,16.0,6.0,0.0,0.0,0.0,,0,C10H16O6,CHO,Amino sugar,0.6,1.6,-0.40000000000000036,71.7,3.0,-3.0,-0.75,0.0,-3.0,1305458.9,1599558.6,1424329.1,983656.4,1645193.4,1974383.6,1351984.3,984019.2,0.0,0.0,1015196.8,1084085.5,1106611.3,1732413.1,1671850.4,0.0,0.0,0.0,0.0,1054802.9,1557325.8,1658204.3,1225426.0,951879.1
231.1237194,11.0,20.0,5.0,0.0,0.0,0.0,,0,C11H20O5,CHO,Protein,0.45454545454545453,1.8181818181818181,-0.9090909090909092,86.2090909090909,2.0,-3.0,-0.5,0.0,-3.0,0.0,911502.0,947023.3,0.0,924560.7,0.0,0.0,952793.6,0.0,0.0,929764.2,0.0,0.0,1011907.3,0.0,0.0,0.0,0.0,0.0,0.0,915732.2,0.0,0.0,930765.8
233.009069,11.0,6.0,6.0,0.0,0.0,0.0,,0,C11H6O6,CHO,Cond. HC,0.5454545454545454,0.5454545454545454,0.5454545454545454,44.75454545454545,9.0,3.0,0.6,0.75,3.0,1100779.4,0.0,0.0,0.0,0.0,1348862.9,0.0,0.0,0.0,980257.3,0.0,1015579.5,0.0,0.0,1450022.8,973149.3,0.0,1438318.6,1543293.4,0.0,0.0,0.0,0.0,0.0
233.0454599,12.0,10.0,5.0,0.0,0.0,0.0,,0,C12H10O5,CHO,Lignin,0.4166666666666667,0.8333333333333334,0.0,60.3,8.0,3.0,0.42857142857142855,0.5789473684210527,3.0,1412466.4,0.0,0.0,1522919.3,6152968.0,2246406.3,0.0,0.0,0.0,1405096.3,1115808.4,0.0,0.0,0.0,1465901.8,1566884.9,0.0,0.0,1372548.4,1021866.1,0.0,0.0,0.0,0.0
233.0818677,13.0,14.0,4.0,0.0,0.0,0.0,,0,C13H14O4,CHO,Lignin,0.3076923076923077,1.0769230769230769,-0.4615384615384617,73.45384615384616,7.0,3.0,0.3333333333333333,0.45454545454545453,3.0,1298297.3,0.0,0.0,984174.1,1848847.1,1538829.6,0.0,0.0,0.0,1088047.3,0.0,0.0,0.0,0.0,1073204.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248330.6,1009963.9
233.1182287,14.0,18.0,3.0,0.0,0.0,0.0,,0,C14H18O3,CHO,Lignin,0.21428571428571427,1.2857142857142858,-0.8571428571428568,84.72857142857141,6.0,3.0,0.2727272727272727,0.36,3.0,1213952.3,0.0,0.0,0.0,0.0,1888788.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101750.5,0.0,0.0,0.0,0.0
233.1546223,15.0,22.0,2.0,0.0,0.0,0.0,,0,C15H22O2,CHO,Lignin,0.13333333333333333,1.4666666666666666,-1.2000000000000002,94.5,5.0,3.0,0.23076923076923078,0.2857142857142857,3.0,1077895.1,2062302.4,2288790.5,1283067.9,1392924.9,0.0,0.0,1945900.9,1931773.4,933181.3,0.0,0.0,1750488.8,1914381.8,0.0,0.0,0.0,0.0,1192729.4,1103036.6,1061997.6,2336752.0,1054552.0,1545272.5
234.0043346,10.0,5.0,6.0,1.0,0.0,0.0,,0,C10H5O6N,CHON,Cond. HC,0.6,0.5,1.0,31.799999999999997,9.0,3.0,0.6666666666666666,0.8333333333333334,2.0,0.0,0.0,0.0,0.0,0.0,1107909.4,1530151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234.9884199,10.0,4.0,7.0,0.0,0.0,0.0,,0,C10H4O7,CHO,Cond. HC,0.7,0.4,1.0,31.799999999999997,9.0,2.0,0.6666666666666666,0.8461538461538461,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1173445.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207728.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235.0247419,11.0,8.0,6.0,0.0,0.0,0.0,,0,C11H8O6,CHO,Cond. HC,0.5454545454545454,0.7272727272727273,0.36363636363636376,49.93636363636363,8.0,2.0,0.4,0.625,2.0,2062304.5,0.0,0.0,1748562.5,0.0,1909387.4,1392203.1,0.0,0.0,1992090.6,0.0,1302395.1,0.0,0.0,2853793.3,1229111.3,0.0,1105969.1,1508470.8,1720173.6,970708.5,0.0,0.0,0.0
235.03613,10.0,8.0,5.0,2.0,0.0,0.0,,0,C10H8O5N2,CHON,Cond. HC,0.5,0.8,0.7999999999999998,37.5,8.0,3.0,0.3333333333333333,0.6363636363636364,,0.0,0.0,0.0,0.0,0.0,932621.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026873.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235.0611374,12.0,12.0,5.0,0.0,0.0,0.0,,0,C12H12O5,CHO,Lignin,0.4166666666666667,1.0,-0.16666666666666696,65.05000000000001,7.0,2.0,0.2857142857142857,0.47368421052631576,2.0,1261031.1,0.0,0.0,1670488.9,918268.0,2418578.3,1043536.9,0.0,0.0,1950881.3,1914135.9,0.0,0.0,0.0,1607208.0,1015998.5,0.0,0.0,1067837.4,1426547.4,1085274.0,993102.9,1016683.1,1437558.1
235.097524,13.0,16.0,4.0,0.0,0.0,0.0,,0,C13H16O4,CHO,Lignin,0.3076923076923077,1.2307692307692308,-0.615384615384615,77.83846153846153,6.0,2.0,0.2222222222222222,0.36363636363636365,2.0,0.0,0.0,0.0,1695071.4,0.0,2013849.4,0.0,0.0,0.0,1236007.9,1163678.5,0.0,1504720.1,0.0,1301294.6,923717.7,0.0,0.0,0.0,1244025.1,0.0,1213781.5,1019249.4,1190652.0
237.0040472,10.0,6.0,7.0,0.0,0.0,0.0,,0,C10H6O7,CHO,Cond. HC,0.7,0.6,0.7999999999999998,37.5,8.0,,0.3333333333333333,0.6923076923076923,,961082.7,0.0,0.0,1001511.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820930.1,1092662.1,0.0,0.0,0.0,1116698.9,0.0,0.0,0.0,0.0
237.0403769,11.0,10.0,6.0,0.0,0.0,0.0,,0,C11H10O6,CHO,Lignin,0.5454545454545454,0.9090909090909091,0.18181818181818166,55.11818181818182,7.0,,0.2,0.5,,2225472.8,0.0,0.0,1645485.4,0.0,2025474.6,1136126.8,0.0,0.0,2072574.4,1293554.8,0.0,0.0,0.0,2582792.5,1062333.0,0.0,0.0,1019484.2,1485984.3,1068155.1,0.0,0.0,1087018.0
237.0768042,12.0,14.0,5.0,0.0,0.0,0.0,,0,C12H14O5,CHO,Lignin,0.4166666666666667,1.1666666666666667,-0.33333333333333304,69.79999999999998,6.0,,0.14285714285714285,0.3684210526315789,,1554247.0,0.0,1281346.8,1539507.4,0.0,4703497.0,1100548.0,961012.3,0.0,2985732.8,1674105.0,1135305.8,1073979.1,0.0,1926670.8,0.0,0.0,0.0,0.0,1730469.5,1001088.2,1535789.3,966397.5,1191983.5
237.1131973,13.0,18.0,4.0,0.0,0.0,0.0,,0,C13H18O4,CHO,Lignin,0.3076923076923077,1.3846153846153846,-0.7692307692307692,82.22307692307692,5.0,,0.1111111111111111,0.2727272727272727,,1460813.3,1502128.8,0.0,1158073.5,0.0,2183695.8,1091081.4,0.0,922233.9,1737482.9,1567359.1,1125199.5,1228737.6,1229126.8,1511957.1,0.0,0.0,0.0,0.0,1504810.9,920837.3,1360179.4,0.0,1150389.0
239.0197194,10.0,8.0,7.0,0.0,0.0,0.0,,0,C10H8O7,CHO,Cond. HC,0.7,0.8,0.6000000000000001,43.199999999999996,7.0,0.0,0.0,0.5384615384615384,0.0,2412168.0,0.0,0.0,1530732.9,0.0,1704031.6,0.0,0.0,0.0,1621320.3,0.0,987250.4,0.0,0.0,2603607.8,1181353.3,0.0,1276267.0,1264425.1,1448632.5,0.0,0.0,0.0,0.0
239.0561198,11.0,12.0,6.0,0.0,0.0,0.0,,0,C11H12O6,CHO,Lignin,0.5454545454545454,1.0909090909090908,0.0,60.3,6.0,0.0,0.0,0.375,0.0,2070925.9,0.0,0.0,1569778.6,0.0,2778981.8,1418013.6,0.0,0.0,2116686.3,1175103.3,1438839.8,0.0,1155900.8,2517085.8,1173423.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239.0924756,12.0,16.0,5.0,0.0,0.0,0.0,,0,C12H16O5,CHO,Lignin,0.4166666666666667,1.3333333333333333,-0.5,74.55,5.0,0.0,0.0,0.2631578947368421,0.0,1982611.6,1049855.4,0.0,1068280.3,0.0,3335788.0,1383202.6,1107070.4,0.0,2882900.0,2760389.0,1175677.1,0.0,0.0,1877347.6,0.0,0.0,0.0,0.0,1713602.4,1320976.0,1410551.4,0.0,0.0
239.1288627,13.0,20.0,4.0,0.0,0.0,0.0,,0,C13H20O4,CHO,Protein,0.3076923076923077,1.5384615384615385,-0.9230769230769234,86.6076923076923,4.0,0.0,0.0,0.18181818181818182,0.0,5355161.5,2464005.3,2043841.5,1332478.0,1833258.4,3381362.3,2404903.5,3342467.0,2774685.8,2981722.0,2126283.0,1425282.5,2713120.0,3543621.5,1417961.6,1312572.9,0.0,1259257.4,0.0,1635783.4,1665428.6,1925885.3,1096002.4,1266264.5
241.035292,10.0,10.0,7.0,0.0,0.0,0.0,,0,C10H10O7,CHO,Tannin,0.7,1.0,0.3999999999999999,48.9,6.0,-1.0,-0.3333333333333333,0.38461538461538464,-1.0,1126595.4,0.0,0.0,0.0,0.0,1151280.8,0.0,0.0,0.0,1251077.9,0.0,0.0,0.0,0.0,2016668.8,1265162.8,0.0,0.0,1125739.1,0.0,0.0,0.0,0.0,0.0
241.0506931,14.0,10.0,4.0,0.0,0.0,0.0,,0,C14H10O4,CHO,Cond. HC,0.2857142857142857,0.7142857142857143,-0.14285714285714324,64.37142857142858,10.0,6.0,0.6,0.6666666666666666,6.0,0.0,0.0,0.0,1103648.6,0.0,1239091.3,1513638.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241.0717681,11.0,14.0,6.0,0.0,0.0,0.0,,0,C11H14O6,CHO,Lignin,0.5454545454545454,1.2727272727272727,-0.18181818181818166,65.48181818181817,5.0,-1.0,-0.2,0.25,-1.0,2382281.0,1078973.9,0.0,1309987.8,0.0,5447094.5,1520809.4,0.0,0.0,3109515.5,2955000.3,1366167.9,0.0,1007399.1,2991522.5,1423760.9,0.0,0.0,0.0,1388615.0,1283974.6,989609.4,1376741.0,1184862.8
241.1081598,12.0,18.0,5.0,0.0,0.0,0.0,,0,C12H18O5,CHO,Protein,0.4166666666666667,1.5,-0.666666666666667,79.30000000000001,4.0,-1.0,-0.14285714285714285,0.15789473684210525,-1.0,1360846.5,1506883.6,1523618.0,1156905.1,964315.8,3015100.5,1601326.0,1374068.0,960937.1,1600401.0,2097149.8,1081372.9,1784422.9,2202923.0,1196840.3,939479.1,0.0,0.0,0.0,1376587.5,1156235.0,1360174.9,1034858.3,1068131.5
241.1445308,13.0,22.0,4.0,0.0,0.0,0.0,,0,C13H22O4,CHO,Protein,0.3076923076923077,1.6923076923076923,-1.0769230769230766,90.99230769230769,3.0,-1.0,-0.1111111111111111,0.09090909090909091,-1.0,1947348.0,1138505.4,1574053.9,1029806.4,1192033.1,1850562.5,0.0,1430264.3,987181.8,0.0,1059843.3,1129889.9,1121260.8,1715503.1,0.0,988189.4,0.0,991352.3,0.0,0.0,0.0,1079860.4,1120751.5,1109992.1
242.1761762,13.0,25.0,3.0,1.0,0.0,0.0,,0,C13H25O3N,CHON,Lipid,0.23076923076923078,1.9230769230769231,-1.2307692307692308,95.37692307692308,2.0,-1.0,-0.2222222222222222,0.0,-2.0,0.0,3788777.0,6085395.0,1482691.0,3597049.3,961127.9,1026612.6,4807662.5,4781362.0,0.0,1653404.0,5893934.0,5250576.5,7151519.0,1199950.1,1178315.5,0.0,0.0,0.0,949072.6,2279688.3,1833676.9,1921667.4,3240044.0
243.0298647,13.0,8.0,5.0,0.0,0.0,0.0,,0,C13H8O5,CHO,Cond. HC,0.38461538461538464,0.6153846153846154,0.15384615384615374,55.91538461538462,10.0,5.0,0.625,0.7142857142857143,5.0,1422315.4,0.0,0.0,996922.4,0.0,1301869.5,0.0,0.0,0.0,1167279.3,0.0,0.0,0.0,0.0,0.0,1098200.4,0.0,1024597.8,0.0,0.0,0.0,0.0,0.0,0.0
